,Category,File name,Path,duration,rmsmean,rmsstd,zcr_mean,zcr_std,f0_mean,f0_std,mfcc mean 1,mfcc std 1,mfcc mean 2,mfcc std 2,mfcc mean 3,mfcc std 3,mfcc mean 4,mfcc std 4,mfcc mean 5,mfcc std 5,mfcc mean 6,mfcc std 6,mfcc mean 7,mfcc std 7,mfcc mean 8,mfcc std 8,mfcc mean 9,mfcc std 9,mfcc mean 10,mfcc std 10,mfcc mean 11,mfcc std 11,mfcc mean 12,mfcc std 12,mfcc mean 13,mfcc std 13
98,hungry,81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav,6.94,0.007015821989625692,0.0055426256731152534,0.18340112528669725,0.038199139783565185,200.6811708036904,41.53097773781187,-487.91428,56.107082,95.01755,25.192059,-28.980106,31.604603,-20.65141,21.481642,1.8918191,10.114314,-9.08212,12.05579,-10.333635,8.310471,-10.423554,7.820269,-28.082165,9.747332,-2.2013779,14.283064,3.4731605,17.48749,17.074001,19.098225,-4.755956,21.404984
99,hungry,B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav,7.0,0.015619932673871517,0.015014734119176865,0.1909002130681818,0.0936996770473082,179.00902288661115,46.80129976365307,-265.29736,91.7605,50.214996,30.099531,-20.866243,17.862581,3.8302424,14.742313,-9.63579,12.011716,-1.9070675,13.531659,-19.611034,6.857858,-11.898368,5.7301226,-19.353148,10.788527,-10.65642,7.028914,-14.394751,6.8018117,-5.0155053,7.402433,-14.777195,7.8819604
100,hungry,8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav,6.96,0.01741212233901024,0.019879989326000214,0.3010679472477064,0.08466515771373487,183.88902657215084,70.91090123326681,-419.08658,169.01047,24.254766,36.324825,-49.007065,44.749523,-10.666182,18.940073,-30.45244,28.965271,-2.4065628,13.226284,5.1658883,12.293802,-3.3270009,10.720215,-7.0264797,14.650275,-5.6472135,8.810448,-9.845301,13.711081,4.553639,10.841528,4.460943,14.508417
101,hungry,35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,7.0,0.19842156767845154,0.088861383497715,0.44952503551136364,0.09658016094035352,221.68800981901398,69.57209527698691,-54.618645,100.576004,-47.12536,21.858616,-34.704483,29.022928,1.7639,20.713943,-27.534557,17.400692,3.801236,15.048063,-3.0084198,18.069027,13.840113,15.532324,2.1164567,19.232832,3.3216078,19.599724,-2.9928663,18.40822,-6.628363,13.866751,-1.9359579,13.295851
102,hungry,FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav,7.0,0.056229185312986374,0.059453073889017105,0.15593039772727274,0.030108924876657034,185.74872106146032,58.65727705489875,-246.9109,100.257515,67.53845,17.733377,-37.204376,26.549768,-20.436556,15.654905,-41.747334,12.451156,-28.325787,11.583053,-11.920885,10.758034,-14.536534,8.940079,-11.537712,9.886296,-17.49368,9.269033,-14.621421,8.692185,-3.3584783,7.9375916,0.11178917,15.59941
103,hungry,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,6.84,0.16713625192642212,0.05806576460599899,0.4391519421728972,0.12501844189621025,206.4431613147228,53.706408482749644,-69.96097,66.836716,-31.361351,38.57247,-21.805319,10.32531,-7.9868474,21.529602,-59.83142,13.060388,4.7024236,11.507166,-21.106176,13.948007,15.19398,11.83368,-26.896227,12.584051,2.2974718,12.746543,0.77449,15.26885,2.3275957,16.58541,1.2134956,21.16531
104,hungry,EC2E1160-BC33-450A-A62D-DE2A4C0D42BB-1430039051-1.0-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\EC2E1160-BC33-450A-A62D-DE2A4C0D42BB-1430039051-1.0-f-48-hu.wav,7.0,0.11938589066267014,0.0832824558019638,0.30932173295454546,0.06034193492945446,203.12914814590783,40.29525888916045,-108.64398,84.229,-3.1764102,23.749605,-34.084087,16.0567,-4.418446,18.550097,-1.2292045,11.079309,-1.6192838,15.411458,-22.843193,12.729738,1.9548867,7.9771113,-14.08457,8.0097065,-4.654269,8.996124,-13.629617,16.01457,5.202267,18.436777,12.377861,16.11115
105,hungry,8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895742-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895742-1.0-m-26-hu.wav,7.0,0.04173335060477257,0.06362089514732361,0.31912286931818185,0.05290518288806348,212.12695180438482,68.30082465223913,-266.78918,112.47806,11.222228,24.052944,-55.731655,26.00034,2.715039,15.697757,-14.746414,21.625282,-16.810476,18.292778,4.986037,11.879377,-1.8773339,11.686434,-17.595873,9.63789,-12.141561,9.394523,-13.286585,9.619976,3.2735064,11.841253,1.3611583,18.699575
106,hungry,1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,6.86,0.0922316163778305,0.05746305733919144,0.2226878978587963,0.08490386574230831,221.42570097856557,71.09771256330335,-144.44547,113.44003,36.525974,25.600124,-31.63467,30.52373,-13.456294,21.488182,-36.77137,15.305508,-7.1697803,16.959633,-4.4669523,15.118052,-13.047865,13.280051,-0.22413124,12.577235,1.1333878,11.165148,1.192007,14.357141,-4.349113,13.77696,-13.883168,11.956408
107,hungry,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav,7.0,0.053258053958415985,0.05807419866323471,0.3183016690340909,0.07537843227229983,199.79739727908293,82.11622108957219,-224.5101,128.12393,6.5730176,31.556023,-32.974365,23.562885,4.975445,17.681326,-19.934082,21.215734,-22.37196,13.565699,-7.99044,9.559622,-11.202937,15.6905575,-10.256089,10.462938,-1.9611424,14.232732,-9.951294,18.204184,0.56316614,11.97938,-7.450586,13.610315
108,hungry,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232180-1.0-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232180-1.0-f-26-hu.wav,7.0,0.11362311989068985,0.14706933498382568,0.2609064275568182,0.06227032430248694,179.41991664020262,76.82647295575036,-234.20291,173.71053,23.077679,32.698822,-39.793648,31.609297,-20.199749,16.933468,-14.674392,13.385124,-1.0253993,19.494732,-13.607209,15.762996,-2.6420472,15.312072,-10.217834,8.898596,-7.305858,11.62506,3.8589294,18.775415,2.434404,17.109524,-3.391608,14.849614
109,hungry,4be720ce-a5e5-4a48-930f-a212f8a239f6-1434774932733-1.7-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\4be720ce-a5e5-4a48-930f-a212f8a239f6-1434774932733-1.7-f-48-hu.wav,6.78,0.036264218389987946,0.035179503262043,0.34281950176886794,0.054366060228247616,204.6908001211306,70.96006757574922,-254.45355,106.72752,-16.154314,29.490223,-86.84183,30.924149,9.888334,14.00413,-27.3906,12.022449,13.652716,13.507946,-20.977903,12.133764,7.4346147,11.260174,-16.394236,8.759118,0.66882545,10.46921,-11.555737,10.507304,4.5770698,20.29927,1.0975435,16.110634
110,hungry,549a46d8-9c84-430e-ade8-97eae2bef787-1430130669340-1.7-m-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\549a46d8-9c84-430e-ade8-97eae2bef787-1430130669340-1.7-m-48-hu.wav,6.86,0.0014500764664262533,0.002536957385018468,0.23413538049768517,0.08154341532119144,170.04779531253038,65.85510345699954,-605.7443,121.61301,33.156807,19.837687,-12.062987,29.65406,-9.788774,13.114518,-26.32749,18.581703,0.7361968,11.922059,-15.022779,7.8841286,-4.326273,7.00098,-7.557949,8.941685,-5.2226543,7.588834,-3.9362414,7.849106,0.85189843,12.24442,6.0175724,16.087948
111,hungry,815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,6.96,0.13951116800308228,0.10093656182289124,0.4088929902522936,0.12155514521120478,193.18711900831138,69.04130782470953,-121.22697,129.53775,-45.254745,37.705208,-24.229261,15.307705,-17.27676,20.871668,-38.118477,13.022504,6.554995,10.178795,-18.465065,14.514564,-2.5961928,10.211427,-8.59893,13.347037,4.6429873,9.27863,-10.640323,17.159122,8.088398,16.730291,-6.8557377,16.490162
112,hungry,ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1430405436291-1.7-f-04-hu.wav,6.88,0.004816839005798101,0.00492092315107584,0.18345359519675927,0.13704245137961268,121.37652820729872,73.74602481247476,-461.10913,132.30688,41.938015,44.134964,-2.769569,34.317368,3.4839191,16.482166,1.3862747,9.980666,5.147842,10.504574,-19.124008,13.220519,2.5499392,8.616465,-10.473342,7.1288915,-8.671051,6.8420644,-11.590876,10.230191,2.148599,19.156958,-4.4764867,13.4619465
113,hungry,afa44e7f-4187-4f1c-9437-b49ba75f542e-1430629785235-1.7-f-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\afa44e7f-4187-4f1c-9437-b49ba75f542e-1430629785235-1.7-f-04-hu.wav,6.94,0.011586235836148262,0.008559012785553932,0.2641691155389908,0.10126539627770988,133.04640716238853,54.433589751991704,-298.77493,80.5605,39.90204,31.064861,4.7810698,26.763191,11.399715,19.413036,-16.1957,16.806437,-0.85784924,11.9674835,-14.861498,14.134901,-2.493176,11.790255,-19.506052,8.64387,-0.46273428,9.993665,-12.235909,8.283775,4.2928295,9.784053,-6.3350763,13.479033
114,hungry,B327333E-2DE2-4833-A75A-4C576208BED3-1430087456-1.0-f-48-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087456-1.0-f-48-hu.wav,7.0,0.036434732377529144,0.041501544415950775,0.26069779829545453,0.0636299483050409,175.01584320336454,77.97954601192525,-209.61441,87.95111,25.356707,31.054192,-20.680677,16.194677,-5.4390016,12.010124,-5.011286,17.554644,-6.024842,8.055526,-19.207724,8.410987,-9.627598,12.851394,-15.135398,7.955459,-7.3259664,10.328155,-11.378924,14.962013,-0.8833074,11.922074,-6.9647083,17.208302
115,hungry,8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436850948195-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436850948195-1.7-m-04-hu.wav,6.66,0.012852219864726067,0.01656464859843254,0.20298549107142858,0.09303975506448453,158.31784543520945,81.6121835521677,-379.4047,132.90982,46.05187,48.344772,-7.8036847,31.630346,-11.194368,18.238153,-4.2260647,10.090241,-8.230709,10.076364,-16.38802,12.861099,-3.5417492,12.811137,-13.26586,13.558288,-3.543123,10.233082,-7.425965,14.57233,-5.347266,14.140916,-10.809096,9.220654
116,hungry,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232166-1.0-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232166-1.0-f-26-hu.wav,7.0,0.04501396790146828,0.07518059760332108,0.28200905539772725,0.06842610336314088,208.52738775008885,73.35131435355191,-240.03151,114.71248,23.332914,18.573603,-44.77677,23.391094,-25.62056,14.819079,-30.551838,14.768836,-4.113854,20.112448,-16.947908,15.190588,-13.380608,19.769926,-2.8376157,12.027416,-6.062264,12.439627,3.224532,13.745045,-4.048384,12.248502,-8.174867,11.593412
117,hungry,e0cc5beb-50e5-46ef-852e-c92106216e62-1430143334661-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\e0cc5beb-50e5-46ef-852e-c92106216e62-1430143334661-1.7-m-04-hu.wav,6.64,0.014869151636958122,0.006149675231426954,0.36978853665865385,0.10470492357710634,197.9055380047858,48.209870807602556,-287.07257,48.597046,-2.8476398,37.366558,-40.569485,22.47311,-11.788751,13.571187,-23.237793,18.049435,8.991431,11.727669,-20.377277,13.226751,3.82869,13.42694,-16.197123,12.716999,4.0582023,9.286706,-18.477732,12.783626,12.6371765,15.736829,8.347244,12.761366
118,discomfort,999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,6.9,0.022700008004903793,0.028968393802642822,0.1499565972222222,0.043898234116863756,153.41342516012833,65.92146178427117,-360.9741,111.300995,101.45479,28.8758,-54.192036,30.306017,11.089271,14.0056715,-4.415245,33.522755,-16.562544,10.506292,-9.532223,7.971104,3.105077,8.407189,-5.8607264,7.2256274,-10.071422,8.155031,-11.183378,7.3525033,-12.269045,10.05408,-9.4360485,12.621557
119,hungry,1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav,6.86,0.12577293813228607,0.0779811218380928,0.2683150679976852,0.10674234843260368,230.04975771006926,68.03061238336984,-191.15724,135.14934,2.9379976,32.727234,-41.851505,28.883083,-41.27454,27.53113,-34.092644,17.695179,29.853752,27.679407,-40.19982,19.49338,2.818902,13.512899,-14.256218,17.583752,23.240492,17.023937,1.1856099,13.608592,-2.5771015,11.761705,-15.789772,13.297121
120,hungry,D1CB71F9-EF76-49B3-A703-41D557444D21-1436863366-1.1-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863366-1.1-m-04-hu.wav,7.0,0.02025189995765686,0.03226461634039879,0.1369806463068182,0.04760468684199706,117.77581805823185,68.34666591053033,-321.08914,74.69659,67.16081,26.851141,-6.0017533,12.186273,-10.214604,20.808771,-13.624334,7.58583,0.21871929,9.772563,-15.94842,7.3482995,-22.617258,7.779125,-29.191994,5.6619344,-16.354376,5.809683,-18.211632,10.19798,-2.9412305,15.9769125,-4.083515,14.529881
121,hungry,5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu.wav,6.62,0.007895490154623985,0.011356771923601627,0.3474778395432692,0.08223737753774284,194.14837279007727,81.26211871062603,-409.96237,86.86158,5.4272532,41.777664,-28.201572,23.894653,-0.08850428,14.530764,-21.69504,19.642553,-5.749125,17.715836,-11.756306,14.599068,3.1579208,15.286523,-5.6500473,11.908217,7.645981,13.001938,-9.513952,17.01427,2.8231518,10.600879,-9.777512,10.700505
122,hungry,9aa8bac5-eeb9-4f19-a4bf-7c439e87364b-1430745312460-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\9aa8bac5-eeb9-4f19-a4bf-7c439e87364b-1430745312460-1.7-m-04-hu.wav,6.54,0.0054031843319535255,0.005555811803787947,0.26591417627427183,0.1679460023821994,178.87878454570964,90.01468159123272,-435.05853,127.903244,39.34918,37.33022,8.022187,18.65484,-12.386595,24.848537,1.9005922,14.05422,-7.1933985,11.303104,-4.654564,11.879479,-3.6608083,10.58286,-6.4675045,11.820371,-3.668009,11.101521,-9.201806,8.873338,-11.242334,6.756961,-7.5098405,5.9369736
123,hungry,22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,6.96,0.055926255881786346,0.06043921783566475,0.1309579271788991,0.1111262554102967,131.11622122245265,57.94947018032555,-260.79407,104.23894,75.57663,31.558842,17.359339,41.973064,35.623184,18.133768,-8.388248,14.35611,-10.413362,7.6145797,-7.7871475,9.762027,-12.80245,7.948537,-17.86863,6.8851905,-12.147553,8.395619,-16.592648,8.9905,-6.7175217,12.437128,-3.6305392,16.53977
124,hungry,af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240037389-1.7-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240037389-1.7-m-26-hu.wav,6.52,0.20901447534561157,0.10936155915260315,0.2548684512867647,0.15106543181903648,203.4706671194251,65.8627820149969,-82.600136,127.124886,18.559155,44.88004,-29.014275,21.68198,-6.2441926,19.400455,-58.704258,19.611847,-16.563383,13.551393,-18.661629,9.166808,5.570425,10.808557,-3.9357636,14.032811,0.39619154,8.957717,-9.351053,8.689247,3.4712758,12.306168,-9.653732,13.031987
125,hungry,40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466393384-1.7-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466393384-1.7-f-26-hu.wav,7.06,0.2134721726179123,0.14463017880916595,0.18263038429054054,0.06397709777607433,210.1391840400623,61.09648390779517,-99.061424,96.37699,32.992836,31.211359,-0.017741371,12.811645,-49.84845,19.653618,-26.359043,12.787211,-10.866685,9.025273,-13.209896,12.10505,-12.790759,12.916636,-9.526728,19.248474,0.8440517,13.669557,-4.902535,15.04408,0.09691823,17.258257,-6.3733315,15.950209
126,hungry,8C13A1F9-62CC-46AA-9192-BECE5CDD5CB0-1430249362-1.0-f-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8C13A1F9-62CC-46AA-9192-BECE5CDD5CB0-1430249362-1.0-f-72-hu.wav,7.0,0.013962545432150364,0.03563326224684715,0.21582475142045454,0.08398211668058668,158.60025141910006,68.85888357399978,-419.7016,122.265526,37.1068,21.137457,-22.240963,25.687008,-7.9850545,12.573367,-15.901052,9.895532,-9.782829,7.02283,-10.83649,8.902831,-17.426512,7.7564936,-15.009584,7.477685,-8.493671,5.6766973,-16.266253,9.734063,-8.578234,8.603283,-5.8766713,10.609379
127,hungry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860011-1.1-f-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860011-1.1-f-26-hu.wav,7.0,0.18577736616134644,0.13286784291267395,0.36953125,0.09960806507466446,201.53570365067668,50.9336123975629,-84.140465,88.16041,-20.709646,21.87314,-12.925393,15.033225,3.636145,15.37677,-9.022889,15.52559,-6.333856,10.67629,-14.586782,16.851286,-6.89292,9.146629,-7.5923066,10.20302,2.151669,7.72274,-2.6278114,10.672773,10.712717,17.893148,11.20367,13.289079
128,hungry,8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,7.0,0.07687495648860931,0.09830912947654724,0.31020063920454544,0.06139822219639656,198.34852925258187,52.47834516253224,-236.07799,122.99237,10.606515,30.101627,-65.21986,33.16103,4.8806896,18.537346,-12.272519,17.855732,-11.123089,13.398098,0.6806053,12.953351,-6.7988267,14.313794,-15.60024,6.8745546,-6.889697,13.039375,-12.619954,9.266201,-3.5742083,10.711322,5.885446,15.571515
129,discomfort,665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,7.0,0.006670959293842316,0.0057961465790867805,0.2364169034090909,0.06454701987113406,186.95724032328135,68.22833647354138,-345.5124,103.128944,43.54517,23.498854,-28.245403,25.468258,-12.453754,13.015529,-28.273027,14.057448,-2.3870344,10.248645,-13.473049,11.240911,-10.933884,8.580217,-14.185173,10.475438,-12.75837,7.687395,-13.955123,7.4921765,-12.45615,5.0860868,-14.469926,7.0291963
130,hungry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007691-1.0-m-26-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007691-1.0-m-26-hu.wav,7.0,0.06888890266418457,0.05515378713607788,0.3578391335227273,0.1002434246516795,205.3810071225671,78.06277767321549,-179.20833,111.05055,-18.889103,33.36478,-43.855442,19.183672,9.552861,23.90053,-29.568146,14.837779,-2.4633777,14.107964,-4.355868,15.552272,-14.12918,15.734233,-19.08477,13.86978,13.476582,18.590776,3.86634,20.370855,0.90965223,17.104359,-7.439681,12.573055
131,hungry,8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727792958-1.7-f-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727792958-1.7-f-72-hu.wav,6.92,0.007590798195451498,0.007350361440330744,0.16474340596330275,0.06324426478510657,198.5291261538347,70.791718762968,-366.06448,97.77938,63.354523,24.81943,-9.478193,23.091515,-4.559528,12.232577,-10.949012,9.579805,-16.601973,12.079971,-17.419168,7.808207,-2.2746017,7.0915937,-16.995134,7.878141,-4.272805,7.097882,-10.7467575,6.5139666,-5.0378,6.243479,-12.45369,9.428068
132,hungry,F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1.0-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1.0-m-72-hu.wav,7.0,0.014920949935913086,0.01961352489888668,0.3042125355113636,0.050721052397170174,156.92538658014863,81.72606519914673,-289.14255,76.956245,27.592083,21.632038,-19.38084,21.095566,-9.17607,20.612886,-17.132856,16.693663,-6.285825,15.740546,-7.446004,9.090199,-8.667407,7.0321145,-14.937294,7.317974,-11.169054,12.290298,-12.643757,12.014969,-6.7479086,11.853677,-8.62253,12.187308
133,hungry,7d1c2cd2-6fa1-499f-8ca8-a298198be4e7-1436850081753-1.7-m-04-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\7d1c2cd2-6fa1-499f-8ca8-a298198be4e7-1436850081753-1.7-m-04-hu.wav,6.68,0.08273406326770782,0.06933565437793732,0.2318452380952381,0.05719192003206484,185.25077499521643,65.84480867961312,-151.68362,96.910866,50.021328,37.9904,-53.494095,25.755024,-22.938011,14.140725,-3.9916353,14.994998,-15.547601,13.892834,-22.22569,12.72264,-5.1453,14.7874565,-12.400753,13.318938,-7.816897,9.712423,-16.089195,10.651412,-0.5337814,7.6173716,-11.340767,10.198459
134,discomfort,1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,7.0,0.10778819024562836,0.08911393582820892,0.32208362926136364,0.08905106269591447,185.51758837070736,65.13995741011075,-149.15671,148.6874,-11.770669,36.544487,-21.444878,17.42731,-9.719736,15.3056345,-10.356513,15.81272,3.5454595,11.03433,-10.622263,9.287242,-3.8730292,6.808314,-8.362361,9.834991,1.653179,7.7323265,-14.820686,7.0067434,3.0467863,13.6177435,8.083808,17.416122
135,hungry,F950E7E3-A1A5-4A01-99F4-9B155C3C6606-1430305696-1.0-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\F950E7E3-A1A5-4A01-99F4-9B155C3C6606-1430305696-1.0-m-72-hu.wav,7.0,0.033468302339315414,0.03305211290717125,0.18182262073863636,0.06103160000615923,189.39562039562927,51.30498925815171,-232.56859,90.138435,54.18532,31.470444,-22.277018,14.408757,-5.2966423,10.777482,-21.087494,22.250017,-2.2962608,11.781074,-13.707886,15.666157,-9.108395,16.299034,-13.498256,10.896677,-15.985335,10.130097,-18.927263,8.236869,-19.552101,10.28551,-16.01809,14.274548
136,hungry,d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761514476-1.7-m-72-hu.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\hungry\d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761514476-1.7-m-72-hu.wav,6.9,0.009817184880375862,0.008555229753255844,0.20274974681712962,0.07471216111440941,217.7561269938412,64.95044347748333,-370.88065,100.17976,59.495876,26.92935,-25.588524,26.743809,3.768068,23.328955,-40.81839,19.120335,8.836792,18.39578,-18.41565,12.46711,0.5767185,11.990113,-16.252516,14.512582,-6.1212096,15.066331,-11.035621,9.997948,-6.1802197,7.65952,-13.011037,11.210725
137,discomfort,999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,C:\Users\Lenovo\Desktop\Mindcloud\Final project\ML model\initial\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,6.9,0.05329281836748123,0.044944893568754196,0.13676848234953703,0.033708303136830035,191.4452681989076,69.93810022975404,-256.92883,97.48231,120.10927,33.169033,-66.336,26.890081,2.2776845,13.244345,-42.997707,18.238539,-23.339315,13.860662,-2.322167,9.662584,-5.87948,8.836006,-1.8593749,8.576253,-2.3754747,9.576064,-16.826765,9.874041,-4.750282,9.51051,-5.760448,15.553953
