y,x
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122381138-1.7-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1428333797380-1.5-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/0F4B1065-4012-47C8-88B7-ACE11B1A536E-1430038775-1.0-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_0.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_13.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_7.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_8.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_9.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_9.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_15.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846797-1.1-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_7.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_1.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/afa44e7f-4187-4f1c-9437-b49ba75f542e-1430629785235-1.7-f-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_7.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_0.wav
tired,/home/habib/mindcloud/project/dataset/tired/7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891957-1.1-m-72-ti.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/5C2F730C-9721-40B7-A2D8-C257DB518978-1429966327-1.0-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/dc5429de-26b4-48e2-bc47-bc607b9bba06-1430741828918-1.7-f-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737694572-1.7-f-48-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859277-1.1-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/A123AD65-38D3-4A65-AB37-330034765840-1430093687-1.0-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/04c3386b-e6bc-4bd0-8456-d46ae21a73fc-1435305829013-1.7-f-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881489-1.1-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/19aae3d1-51c6-4ffb-aeb8-efb6ae7ba83e-1436861395462-1.7-m-48-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/5C2F730C-9721-40B7-A2D8-C257DB518978-1429966336-1.0-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/B327333E-2DE2-4833-A75A-4C576208BED3-1430087456-1.0-f-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_5.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/5728DDD6-149B-412F-A14B-C29B9B5E415F-1432635047-1.0-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_8.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/e36730a9-d62b-4752-856f-b42feb1585df-1429975817524-1.7-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/03ADDCFB-354E-416D-BF32-260CF47F7060-1433658024-1.1-f-04-ti.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/ca7d8d54-13cb-4060-8db4-90651b60c078-1434674769219-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/6bd76f21-f279-4c46-9453-58c95e7b2475-1430767927715-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_8.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548250-1.0-f-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/36f1b3ec-3d2a-470e-af6f-0a8cc11b2723-1430237012976-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_10.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735157938-1.7-f-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_25_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_6.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_11.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533809819-1.7-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432261716253-1.7-m-48-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/D1CB71F9-EF76-49B3-A703-41D557444D21-1436863375-1.1-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/045C5483-69E1-4BEC-B1D8-9286D174B9B2-1430102996-1.0-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_13.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/02c3b725-26e4-4a2c-9336-04ddc58836d9-1430726196216-1.7-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_11.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/549a46d8-9c84-430e-ade8-97eae2bef787-1430130669340-1.7-m-48-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_15.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_7.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104396-1.0-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/FF482278-24C9-4FB0-A7BE-FD92D1FE17B4-1430028319-1.0-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/bfbc4d23-39b2-4b33-b686-2f048f062b60-1430077722675-1.7-f-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_24_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_13.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430739179429-1.7-f-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_7.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_11.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727806162-1.7-f-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856382717-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/189b78c6-9e78-43f2-bcb8-6cc8a462f4dc-1430807938301-1.7-m-22-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/5b49f19f-a3a7-411e-bb32-755da3cbd6f0-1430029991480-1.7-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/A123AD65-38D3-4A65-AB37-330034765840-1430093699-1.0-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8057932d-a6af-4d63-903b-37049686e176-1430919675907-1.7-f-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3c0b4e07-33ec-4d68-a6b2-5f5dcb8cff8e-1430070829977-1.7-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477780076-1.7-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_6.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_17_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1431882043380-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_24_1.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_12.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_7.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_5.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142760958-1.7-m-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_25_1.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_1.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8c66887c-8251-49fa-903b-c02d56405f58-1436856137837-1.7-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/20E2B5A0-40A4-4FD8-8935-AFD1DB833510-1430127670-1.0-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_10.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_15.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/999bf14b-e417-4b44-b746-9253f81efe38-1430972705879-1.7-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_15.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7616E8F4-B1A7-45A6-9A0C-C9BB2DE64FC3-1436868751-1.1-m-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/67414C5E-0EB2-48FD-8391-FCF085FDB6D9-1430050964-1.0-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_13.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_5.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_0.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209252819-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430739158854-1.7-f-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/A123AD65-38D3-4A65-AB37-330034765840-1430093710-1.0-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_8.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_4.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_8.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_5.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053447333-1.7-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/B2AABCE0-1F62-4B57-B58A-308959ABDFE7-1437188766-1.1-m-26-ti.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_12.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927716-1.0-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432275312750-1.7-m-48-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333-1.7-f-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/9090c7a3-bebc-4485-aafc-64e4298da3ac-1430109146143-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_23_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982098411-1.7-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232195-1.0-f-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_9.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/d1e236a0-e030-4137-9030-5625026cd098-1430477960643-1.2-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637640279-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F950E7E3-A1A5-4A01-99F4-9B155C3C6606-1430305696-1.0-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_15.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007668-1.0-m-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406495-1.0-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_25_4.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477726097-1.7-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_13.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/fa8620d3-e7db-4101-aff0-28dbf0d96a5f-1434296505682-1.7-f-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/b9d0daab-43c8-41f1-86af-3bcdea9af63c-1429979961789-1.7-f-22-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_12.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/cda99fcf-d010-47b4-8987-f54be313ddbd-1429973787766-1.7-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_1.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/80130d3a-ceb9-4460-8464-e956bac5c40d-1436850034856-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav
